profileName,iscedName,mainInstitutionName,levelCode,leadingInstitutionCity,mainInstitutionKind
ogólnoakademicki,Technologie związane z diagnostyką i leczeniem,Uniwersytet Medyczny im. Karola Marcinkowskiego w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Inżynieria i zawody inżynierskie gdzie indziej niesklasyfikowane,Uniwersytet Przyrodniczy w Lublinie,2,Lublin,Uczelnia publiczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,"Surowce (szkło, papier, tworzywo sztuczne i drewno)",Politechnika Śląska,2,Gliwice,Uczelnia publiczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Uniwersytet Muzyczny Fryderyka Chopina w Warszawie,2,Warszawa,Uczelnia publiczna
praktyczny,Inżynieria i zawody inżynierskie gdzie indziej niesklasyfikowane,Politechnika Lubelska,2,Lublin,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli ze specjalizacją tematyczną,Wschodnioeuropejska Akademia Nauk Stosowanych w Białymstoku,3,Białystok,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Europejska Akademia Medycznych i Społecznych Nauk Stosowanych,3,Kętrzyn,Uczelnia niepubliczna
praktyczny,Turystyka i wypoczynek,Wyższa Szkoła Zarządzania Środowiskiem w Tucholi,2,Tuchola,Uczelnia niepubliczna
ogólnoakademicki,Zarządzanie i administracja,Społeczna Akademia Nauk z siedzibą w Łodzi,2,Bełchatów,Uczelnia niepubliczna
ogólnoakademicki,Elektronika i automatyka,Politechnika Śląska,3,Gliwice,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Uniwersytet Gdański,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Produkcja roślinna i zwierzęca,Uniwersytet Przyrodniczy w Lublinie,2,Lublin,Uczelnia publiczna
ogólnoakademicki,Nauki o Ziemi,Uniwersytet Mikołaja Kopernika w Toruniu,2,Toruń,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Wyższa Szkoła Humanistyczno-Przyrodnicza Studium Generale Sandomiriense w Sandomierzu,3,Sandomierz,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Wyższa Szkoła Biznesu w Gorzowie Wlkp.,2,Gorzów Wielkopolski,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Wrocławska Akademia Biznesu w Naukach Stosowanych,3,Wrocław,Uczelnia niepubliczna
praktyczny,Stomatologia,Gdański Uniwersytet Medyczny,1,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Rybactwo,Zachodniopomorski Uniwersytet Technologiczny w Szczecinie,2,Szczecin,Uczelnia publiczna
ogólnoakademicki,Ekonomia,Uniwersytet Ekonomiczny w Katowicach,3,Katowice,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Technologie związane z diagnostyką i leczeniem,Uniwersytet Mikołaja Kopernika w Toruniu,2,Toruń,Uczelnia publiczna
ogólnoakademicki,Tworzenie i analiza oprogramowania i aplikacji,Uniwersytet Śląski w Katowicach,2,Katowice,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Kazimierza Wielkiego w Bydgoszczy,3,Bydgoszcz,Uczelnia publiczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje obejmujące usługi,Uniwersytet Ekonomiczny w Krakowie,2,Kraków,Uczelnia publiczna
praktyczny,Psychologia,Uczelnia Biznesu i Nauk Stosowanych „Varsovia”,1,Rzeszów,Uczelnia niepubliczna
praktyczny,Terapia i rehabilitacja,Uniwersytet w Siedlcach,2,Siedlce,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Uczelnia Biznesu i Nauk Stosowanych „Varsovia”,3,Poznań,Uczelnia niepubliczna
ogólnoakademicki,Weterynaria,Szkoła Główna Gospodarstwa Wiejskiego w Warszawie,1,Warszawa,Uczelnia publiczna
ogólnoakademicki,Religia i teologia,Katolicki Uniwersytet Lubelski Jana Pawła II,1,Lublin,Uczelnia kościelna
ogólnoakademicki,Zarządzanie i administracja,Szkoła Główna Handlowa w Warszawie,3,Warszawa,Uczelnia publiczna
praktyczny,Pielęgnacja włosów i urody,Bydgoska Szkoła Wyższa w Bydgoszczy,3,Bydgoszcz,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
praktyczny,Kształcenie,Uniwersytet Ignatianum w Krakowie,3,Mysłowice,Uczelnia kościelna
ogólnoakademicki,Architektura i planowanie przestrzenne,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,"Technika, przemysł i budownictwo nieokreślone dalej",Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Uniwersytet Gdański,2,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Historia i archeologia,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Bielsko-Bialski,3,Bielsko-Biała,Uczelnia publiczna
praktyczny,Literatura i językoznawstwo (lingwistyka),Uniwersytet SWPS,2,Kraków,Uczelnia niepubliczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Śląski w Katowicach,2,Katowice,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Akademia Nauk Stosowanych Mazovia,2,Otwock,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Akademia Podlaska w Białymstoku - Akademia Nauk Stosowanych,3,Białystok,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Akademia Nauk Społecznych i Medycznych w Lublinie - Akademia Nauk Stosowanych,2,Lublin,Uczelnia niepubliczna
ogólnoakademicki,Chemia,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
praktyczny,Kształcenie,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,3,Bydgoszcz,Uczelnia publiczna
praktyczny,Stomatologia,Uniwersytet Medyczny w Lublinie,1,Lublin,Uczelnia publiczna
praktyczny,Psychologia,Akademia Ekonomiczno-Humanistyczna w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Medycyna,Uniwersytet Jana Długosza w Częstochowie,1,Częstochowa,Uczelnia publiczna
praktyczny,Kształcenie,Akademia Nauk Stosowanych w Koninie,3,Konin,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Zachodniopomorski Uniwersytet Technologiczny w Szczecinie,2,Szczecin,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Akademia Ekonomiczno-Humanistyczna w Warszawie,3,Warszawa,Uczelnia niepubliczna
praktyczny,Literatura i językoznawstwo (lingwistyka),Akademia Tarnowska,2,Tarnów,Uczelnia publiczna
ogólnoakademicki,"Interdyscyplinarne programy i kwalifikacje obejmujące technikę, przemysł i budownictwo",Politechnika Poznańska,3,Poznań,Uczelnia publiczna
praktyczny,Obszar nieznany,Akademia Humanistyczno-Ekonomiczna w Łodzi,2,Łódź,Uczelnia niepubliczna
ogólnoakademicki,Nauka języków,Uniwersytet Jana Kochanowskiego w Kielcach,2,Piotrków Trybunalski,Uczelnia publiczna
ogólnoakademicki,Architektura i planowanie przestrzenne,Uniwersytet Artystyczny im. Magdaleny Abakanowicz w Poznaniu,3,Poznań,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Warszawski Uniwersytet Medyczny,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Wyższa Szkoła Prawa i Administracji Rzeszowska Szkoła Wyższa z siedzibą w Rzeszowie,2,Rzeszów,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Biologia,Uniwersytet Gdański,2,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Psychologia,Katolicki Uniwersytet Lubelski Jana Pawła II,2,Lublin,Uczelnia kościelna
praktyczny,Pielęgniarstwo i położnictwo,Wyższa Szkoła Planowania Strategicznego w Dąbrowie Górniczej,2,Jarocin,Uczelnia niepubliczna
praktyczny,Ochrona i bezpieczeństwo nieokreślone dalej,Collegium Balticum - Akademia Nauk Stosowanych z siedzibą w Szczecinie,3,Kalisz Pomorski,Uczelnia niepubliczna
praktyczny,Psychologia,Akademia Nauk Społecznych i Medycznych w Lublinie - Akademia Nauk Stosowanych,1,Lublin,Uczelnia niepubliczna
praktyczny,Psychologia,Europejska Uczelnia Społeczno-Techniczna im. Roberta Schumana,1,Radom,Uczelnia niepubliczna
ogólnoakademicki,Interdyscyplinarne programy i kwalifikacje związane z edukacją,Małopolska Wyższa Szkoła Ekonomiczna z siedzibą w Tarnowie,3,Tarnów,Uczelnia niepubliczna
ogólnoakademicki,Kształcenie nauczycieli ze specjalizacją tematyczną,Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Obszar nieznany,Politechnika Gdańska,2,Gdańsk,Uczelnia publiczna
praktyczny,Elektronika i automatyka,Wyższa Szkoła Komunikacji i Zarządzania,2,Poznań,Uczelnia niepubliczna
praktyczny,Literatura i językoznawstwo (lingwistyka),Uniwersytet Jagielloński w Krakowie,2,Kraków,Uczelnia publiczna
praktyczny,Pielęgniarstwo i położnictwo,Wyższa Szkoła Planowania Strategicznego w Dąbrowie Górniczej,3,Dąbrowa Górnicza,Uczelnia niepubliczna
praktyczny,Ochrona i bezpieczeństwo nieokreślone dalej,Społeczna Akademia Nauk z siedzibą w Łodzi,3,Tarnobrzeg,Uczelnia niepubliczna
praktyczny,Interdyscyplinarne programy i kwalifikacje obejmujące zdrowie i opiekę społeczną,Akademia Wychowania Fizycznego im. Jerzego Kukuczki w Katowicach,2,Katowice,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Politechnika Rzeszowska im. Ignacego Łukasiewicza,2,Rzeszów,Uczelnia publiczna
ogólnoakademicki,Zdrowie gdzie indziej niesklasyfikowane,Śląski Uniwersytet Medyczny w Katowicach,2,Katowice,Uczelnia publiczna
ogólnoakademicki,Filozofia i etyka,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Katolicki Uniwersytet Lubelski Jana Pawła II,3,Lublin,Uczelnia kościelna
ogólnoakademicki,Inżynieria chemiczna i procesowa,Politechnika Warszawska,2,Płock,Uczelnia publiczna
praktyczny,Ekonomia,Zachodniopomorska Szkoła Biznesu - Akademia Nauk Stosowanych,2,Stargard Szczeciński,Uczelnia niepubliczna
ogólnoakademicki,Techniki audiowizualne i produkcja mediów,Uniwersytet Artystyczny im. Magdaleny Abakanowicz w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Sztuki plastyczne,Uniwersytet Jana Długosza w Częstochowie,3,Częstochowa,Uczelnia publiczna
ogólnoakademicki,Elektryczność i energia,Zachodniopomorski Uniwersytet Technologiczny w Szczecinie,2,Szczecin,Uczelnia publiczna
ogólnoakademicki,Terapia i rehabilitacja,Uniwersytet Medyczny w Białymstoku,1,Białystok,Uczelnia publiczna
praktyczny,Ekonomia,Państwowa Uczelnia Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach,2,Suwałki,Uczelnia publiczna
ogólnoakademicki,Farmacja,Warszawski Uniwersytet Medyczny,1,Warszawa,Uczelnia publiczna
praktyczny,Budownictwo i inżynieria lądowa i wodna,Akademia Nauk Stosowanych im. Stanisława Staszica w Pile,2,Piła,Uczelnia publiczna
ogólnoakademicki,Ogrodnictwo,Uniwersytet Warmińsko-Mazurski w Olsztynie,2,Olsztyn,Uczelnia publiczna
praktyczny,Psychologia,Collegium Witelona Uczelnia Państwowa,1,Wrocław,Uczelnia publiczna
ogólnoakademicki,Sztuki plastyczne,Uniwersytet Komisji Edukacji Narodowej w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,"Programy i kwalifikacje związane z naukami społecznymi, gdzie indziej niesklasyfikowane",Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Bielsko-Bialski,2,Bielsko-Biała,Uczelnia publiczna
praktyczny,Obszar nieznany,Politechnika Rzeszowska im. Ignacego Łukasiewicza,2,Stalowa Wola,Uczelnia publiczna
praktyczny,Prawo,Państwowa Akademia Nauk Stosowanych we Włocławku,1,Włocławek,Uczelnia publiczna
ogólnoakademicki,Chemia,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
ogólnoakademicki,Rachunkowość i podatki,Uniwersytet Ekonomiczny we Wrocławiu,3,Wrocław,Uczelnia publiczna
praktyczny,Produkcja roślinna i zwierzęca,Uniwersytet Warmińsko-Mazurski w Olsztynie,2,Olsztyn,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Muzyka i sztuki sceniczne,Uniwersytet Śląski w Katowicach,2,Katowice,Uczelnia publiczna
ogólnoakademicki,Religia i teologia,Papieski Wydział Teologiczny we Wrocławiu,1,Wrocław,Uczelnia kościelna
ogólnoakademicki,Muzyka i sztuki sceniczne,Uniwersytet Warmińsko-Mazurski w Olsztynie,3,Olsztyn,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Politechnika Wrocławska,2,Wrocław,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Wyższa Szkoła Kadr Menedżerskich,2,Złotów,Uczelnia niepubliczna
ogólnoakademicki,Elektryczność i energia,Uniwersytet Morski w Gdyni,2,Gdynia,Uczelnia publiczna
ogólnoakademicki,Obsługa i użytkowanie komputerów,Uniwersytet Kazimierza Wielkiego w Bydgoszczy,3,Bydgoszcz,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Przedmioty humanistyczne (z wyłączeniem języków) gdzie indziej niesklasyfikowane,Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Fizyka,Politechnika Wrocławska,2,Wrocław,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Jagielloński w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Umiejętności związane z miejscem pracy,Politechnika Częstochowska,3,Częstochowa,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Śląski w Katowicach,3,Katowice,Uczelnia publiczna
praktyczny,Terapia i rehabilitacja,Wyższa Szkoła Zarządzania i Administracji w likwidacji z siedzibą w Zamościu,3,Zamość,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
praktyczny,Technologie związane z diagnostyką i leczeniem,Wyższa Szkoła Zarządzania w Częstochowie,2,Częstochowa,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Akademia Nauk Stosowanych w Raciborzu,3,Racibórz,Uczelnia publiczna
ogólnoakademicki,Mechanika i metalurgia,Politechnika Świętokrzyska,3,Kielce,Uczelnia publiczna
ogólnoakademicki,Zarządzanie i administracja,Szkoła Główna Handlowa w Warszawie,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Transport,Politechnika Gdańska,3,Gdańsk,Uczelnia publiczna
praktyczny,Politologia i wiedza o społeczeństwie,Uniwersytet Warszawski,2,Warszawa,Uczelnia publiczna
ogólnoakademicki,Inżynieria chemiczna i procesowa,Politechnika Wrocławska,3,Wrocław,Uczelnia publiczna
praktyczny,Architektura i planowanie przestrzenne,Akademia Nauk Stosowanych w Nowym Targu,3,Nowy Targ,Uczelnia publiczna
ogólnoakademicki,Historia i archeologia,Uniwersytet Jana Kochanowskiego w Kielcach,2,Piotrków Trybunalski,Uczelnia publiczna
praktyczny,Architektura i planowanie przestrzenne,Społeczna Akademia Nauk z siedzibą w Łodzi,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Nauka języków,Państwowa Akademia Nauk Stosowanych w Chełmie,2,Chełm,Uczelnia publiczna
praktyczny,Budownictwo i inżynieria lądowa i wodna,Państwowa Akademia Nauk Stosowanych im. ks. Bronisława Markiewicza w Jarosławiu,2,Jarosław,Uczelnia publiczna
praktyczny,Historia i archeologia,Akademia im. Jakuba z Paradyża,2,Gorzów Wielkopolski,Uczelnia publiczna
praktyczny,Kształcenie,Akademia Nauk Stosowanych im. Józefa Gołuchowskiego,2,Limanowa,Uczelnia niepubliczna
ogólnoakademicki,Chemia,Politechnika Poznańska,2,Poznań,Uczelnia publiczna
praktyczny,Elektryczność i energia,Kujawska Szkoła Wyższa we Włocławku,2,Włocławek,Uczelnia niepubliczna
ogólnoakademicki,Fizyka,Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Kształcenie,Akademia Kujawsko-Pomorska,2,Bydgoszcz,Uczelnia niepubliczna
praktyczny,Elektryczność i energia,Uniwersytet Morski w Gdyni,2,Gdynia,Uczelnia publiczna
ogólnoakademicki,Obszar nieznany,Akademia Nauk Stosowanych im. Józefa Gołuchowskiego,2,Tomaszów Mazowiecki,Uczelnia niepubliczna
ogólnoakademicki,Psychologia,Uniwersytet Zielonogórski,1,Zielona Góra,Uczelnia publiczna
ogólnoakademicki,Ochrona osób i mienia,Uniwersytet w Siedlcach,3,Siedlce,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,3,Poznań,Uczelnia publiczna
ogólnoakademicki,Programy i kwalifikacje związane z prowadzeniem działalności gospodarczej i administracją gdzie indziej niesklasyfikowane,Uniwersytet Szczeciński,3,Szczecin,Uczelnia publiczna
ogólnoakademicki,Stomatologia,Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu,1,Wrocław,Uczelnia publiczna
ogólnoakademicki,Inżynieria i zawody inżynierskie gdzie indziej niesklasyfikowane,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,3,Warszawa,Uczelnia publiczna
praktyczny,Obszar nieznany,Akademia Polonijna w Częstochowie,2,Częstochowa,Uczelnia niepubliczna
ogólnoakademicki,"Finanse, bankowość i ubezpieczenia",Akademia Leona Koźmińskiego w Warszawie,3,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Fizyka,Uniwersytet Gdański,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Inżynieria chemiczna i procesowa,Politechnika Wrocławska,3,Wrocław,Uczelnia publiczna
ogólnoakademicki,Fizyka,Uniwersytet Śląski w Katowicach,2,Katowice,Uczelnia publiczna
praktyczny,Obsługa i użytkowanie komputerów,Akademia Jagiellońska w Toruniu,2,Toruń,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warmińsko-Mazurski w Olsztynie,2,Olsztyn,Uczelnia publiczna
ogólnoakademicki,Kształcenie,Uniwersytet Bielsko-Bialski,2,Bielsko-Biała,Uczelnia publiczna
ogólnoakademicki,Chemia,Uniwersytet Gdański,3,Gdańsk,Uczelnia publiczna
ogólnoakademicki,Biologia,Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
praktyczny,Tworzenie i analiza oprogramowania i aplikacji,Akademia Humanitas,2,Sosnowiec,Uczelnia niepubliczna
praktyczny,Filozofia i etyka,Wyższa Szkoła Gospodarki w Bydgoszczy,2,Bydgoszcz,Uczelnia niepubliczna
ogólnoakademicki,Kształcenie,Wyższa Szkoła Społeczno-Ekonomiczna w Gdańsku z siedzibą w Gdańsku,2,Gdańsk,Uczelnia niepubliczna
praktyczny,Zarządzanie i administracja,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2,Żory,Uczelnia niepubliczna
praktyczny,Politologia i wiedza o społeczeństwie,Uniwersytet Jana Długosza w Częstochowie,2,Częstochowa,Uczelnia publiczna
praktyczny,Kształcenie nauczycieli ze specjalizacją tematyczną,Akademia Ateneum w Gdańsku,1,Gdańsk,Uczelnia niepubliczna
ogólnoakademicki,Inżynieria chemiczna i procesowa,Uniwersytet Jagielloński w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Technologie związane z ochroną środowiska,Politechnika Wrocławska,2,Wrocław,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Akademia WSB,3,Dąbrowa Górnicza,Uczelnia niepubliczna
praktyczny,Obszar nieznany,Uniwersytet Zielonogórski,2,Zielona Góra,Uczelnia publiczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet Warszawski,3,Warszawa,Uczelnia publiczna
praktyczny,Kształcenie,Szkoła Główna Krajowa z siedzibą w Warszawie,2,Warszawa,Uczelnia niepubliczna
ogólnoakademicki,Literatura i językoznawstwo (lingwistyka),Uniwersytet im. Adama Mickiewicza w Poznaniu,2,Poznań,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Uniwersytet Jagielloński w Krakowie,3,Kraków,Uczelnia publiczna
ogólnoakademicki,Biologia,Uniwersytet Warmińsko-Mazurski w Olsztynie,2,Olsztyn,Uczelnia publiczna
ogólnoakademicki,Nauka języków,Uniwersytet Jagielloński w Krakowie,2,Kraków,Uczelnia publiczna
ogólnoakademicki,Socjologia i kulturoznawstwo,Uniwersytet Opolski,2,Opole,Uczelnia publiczna
ogólnoakademicki,Przetwórstwo żywności,Zachodniopomorski Uniwersytet Technologiczny w Szczecinie,2,Szczecin,Uczelnia publiczna
praktyczny,Zarządzanie i administracja,Społeczna Akademia Nauk z siedzibą w Łodzi,2,Kraków,Uczelnia niepubliczna
